id,ad_group_id,ad_group_name,campaign_id,campaign_name,match_type,keyword,clicks,conversions,cost,impressions,ctr,average_cpm,interactions,created_at,updated_at,created_by,updated_by
5107,158143959768,Physiotherapy_Clinic_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,physiotherapy treatment,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5108,158143959768,Physiotherapy_Clinic_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,back pain physiotherapy,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5109,158143959768,Physiotherapy_Clinic_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,physiotherapist near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5110,158143959768,Physiotherapy_Clinic_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,physiotherapy clinic near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5111,158143959768,Physiotherapy_Clinic_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,delhi chiropractic physiotherapy,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5112,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,BROAD,surgical,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5113,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,BROAD,back,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5114,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,BROAD,physiotherapy,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5115,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,BROAD,disc,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5116,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,BROAD,knee,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5117,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spine clinic,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5118,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spine pain treatment,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5119,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spinal cord pain treatment,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5120,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spine doctor near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5121,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spine specialist near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5122,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spine surgeon near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5123,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,neck doctor near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5124,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,neck pain doctor near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5125,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,neck specialist near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5126,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spine center near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5127,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spine clinic near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5128,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spine problems,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5129,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,neck and spine specialist near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5130,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,orthopedic spine specialist near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5131,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spine dr near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5132,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,best spine doctor near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5133,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,best spine specialist near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5134,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spine care specialist,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5135,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spine care doctor near me,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
5136,158143959808,Spine_Treatement_Exact,20461647350,BI_Search_Injection_Aug'23,PHRASE,spine and pain physicians,0,0.0,0,0,0.0,0.0,0,2024-03-21,2024-03-21,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript
