id,account_id,account_name,ad_group_id,ad_id,ad_group_name,campaign_resource_name,campaign_id,campaign_name,campaign_start_date,campaign_end_date,clicks,conversions,cost,impressions,ctr,cost_per_conversion,average_cost,average_cpc,conversions_from_interactions_rate,created_at,updated_at,created_by,updated_by,campaign_date,load_source_key
47,1580734935,Nivaancare,156989290305,687250832118,Cervical_Spondylosis,customers/1580734935/campaigns/20936133541,20936133541,BI_Search_NeckPain_Jan24,2024-01-10,2037-12-30,11,1.0,293.0,300,0.03666666666666667,292580000.0,26598181.818181816,26598181.818181816,0.09090909090909091,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~156989290305~687250832118~20936133541~2024-03-14
48,1580734935,Nivaancare,157429857037,686713078454,Non_Surgical,customers/1580734935/campaigns/20920694635,20920694635,BI_Search_Treatments_Jan24,2024-01-04,2037-12-30,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~157429857037~686713078454~20920694635~2024-03-14
49,1580734935,Nivaancare,157429857077,686713078451,Chiropractic_Therapy,customers/1580734935/campaigns/20920694635,20920694635,BI_Search_Treatments_Jan24,2024-01-04,2037-12-30,48,2.0,974.0,1270,0.03779527559055118,487220220.0,20300842.5,20300842.5,0.041666666666666664,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~157429857077~686713078451~20920694635~2024-03-14
50,1580734935,Nivaancare,157429857117,686713078457,Physiotherapy,customers/1580734935/campaigns/20920694635,20920694635,BI_Search_Treatments_Jan24,2024-01-04,2037-12-30,36,2.0,952.0,915,0.03934426229508197,475783112.0,26432395.111111112,26432395.111111112,0.05555555555555555,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~157429857117~686713078457~20920694635~2024-03-14
51,1580734935,Nivaancare,157484820417,692645129223,Vertebroplasty,customers/1580734935/campaigns/20817087051,20817087051,BI_Search_MISS_Nov23,2023-12-01,2037-12-30,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~157484820417~692645129223~20817087051~2024-03-14
52,1580734935,Nivaancare,157713665655,686424792367,Knee_Surgery,customers/1580734935/campaigns/20904316257,20904316257,BI_Search_KneePain_Jan24,2024-01-02,2037-12-30,55,2.0,1128.0,847,0.06493506493506493,563980000.0,20508363.636363637,20508363.636363637,0.03636363636363636,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~157713665655~686424792367~20904316257~2024-03-14
53,1580734935,Nivaancare,158150928912,687332348108,Neck_Generic,customers/1580734935/campaigns/20936133541,20936133541,BI_Search_NeckPain_Jan24,2024-01-10,2037-12-30,5,0.0,302.0,249,0.020080321285140562,0.0,60402969.6,60402969.6,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~158150928912~687332348108~20936133541~2024-03-14
54,1580734935,Nivaancare,158150928952,687332348117,Cervical,customers/1580734935/campaigns/20936133541,20936133541,BI_Search_NeckPain_Jan24,2024-01-10,2037-12-30,44,4.0,1495.0,889,0.049493813273340834,373747500.0,33977045.45454545,33977045.45454545,0.09090909090909091,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~158150928952~687332348117~20936133541~2024-03-14
55,1580734935,Nivaancare,158307778454,692680126960,Arthoscopy,customers/1580734935/campaigns/20817087051,20817087051,BI_Search_MISS_Nov23,2023-12-01,2037-12-30,6,0.0,360.0,301,0.019933554817275746,0.0,59946666.666666664,59946666.666666664,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~158307778454~692680126960~20817087051~2024-03-14
56,1580734935,Nivaancare,158400650098,686470419527,Knee_Doctor,customers/1580734935/campaigns/20904316257,20904316257,BI_Search_KneePain_Jan24,2024-01-02,2037-12-30,19,1.0,785.0,271,0.07011070110701106,784560000.0,41292631.578947365,41292631.578947365,0.05263157894736842,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~158400650098~686470419527~20904316257~2024-03-14
57,1580734935,Nivaancare,158622665018,687127107594,Cluster_Headache,customers/1580734935/campaigns/20932884898,20932884898,BI_Search_HeadPain_Jan24,2024-01-09,2037-12-30,1,0.0,9.0,4,0.25,0.0,9440000.0,9440000.0,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~158622665018~687127107594~20932884898~2024-03-14
58,1580734935,Nivaancare,158796993993,686466812399,Knee_Generic,customers/1580734935/campaigns/20904316257,20904316257,BI_Search_KneePain_Jan24,2024-01-02,2037-12-30,91,3.0,599.0,3624,0.02511037527593819,199506666.66666666,6577142.857142857,6577142.857142857,0.03296703296703297,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~158796993993~686466812399~20904316257~2024-03-14
59,1580734935,Nivaancare,159134376202,687022840544,Spine_Clinic,customers/1580734935/campaigns/20912750595,20912750595,BI_Search_BackPain_Jan24,2024-01-05,2037-12-30,17,0.0,426.0,367,0.04632152588555858,0.0,25037058.82352941,25037058.82352941,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~159134376202~687022840544~20912750595~2024-03-14
60,1580734935,Nivaancare,159197513950,679665987269,Nerve_Block_Treatment_Broad,customers/1580734935/campaigns/20749016131,20749016131,BI_Search_NerveBlock_Nov23,2023-11-04,2037-12-30,15,2.0,875.0,289,0.05190311418685121,437260936.0,58301458.13333333,58301458.13333333,0.13333333333333333,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~159197513950~679665987269~20749016131~2024-03-14
61,1580734935,Nivaancare,160244070409,686696469579,Back_Surgery,customers/1580734935/campaigns/20912750595,20912750595,BI_Search_BackPain_Jan24,2024-01-05,2037-12-30,10,0.0,225.0,303,0.033003300330033,0.0,22547000.0,22547000.0,0.0,2024-03-15,2024-04-07,GoogleAdsAPI-PythonScript,GoogleAdsAPI-PythonScript,2024-03-14,1580734935~160244070409~686696469579~20912750595~2024-03-14
